seed_idx,generation,bsf
302,17,0.7932039499282837
302,18,0.7932039499282837
302,19,0.678661584854126
302,20,0.678661584854126
302,21,0.6203193068504333
302,22,0.6203193068504333
302,23,0.6203193068504333
302,24,0.6203193068504333
302,25,0.6203193068504333
302,26,0.6203193068504333
302,27,0.6203193068504333
302,28,0.6203193068504333
302,29,0.6203193068504333
302,30,0.6203193068504333
302,31,0.6203193068504333
302,32,0.6203193068504333
302,33,0.6203193068504333
302,34,0.6203193068504333
302,35,0.6203193068504333
302,36,0.6203193068504333
302,37,0.6203193068504333
302,38,0.6203193068504333
302,39,0.5585293769836426
302,40,0.5585293769836426
302,41,0.5585293769836426
302,42,0.5585293769836426
302,43,0.5585293769836426
302,44,0.5585293769836426
302,45,0.5585293769836426
302,46,0.5585293769836426
302,47,0.5585293769836426
302,48,0.5585293769836426
302,49,0.5585293769836426
30,0,0.5080482959747314
30,1,0.5080482959747314
30,2,0.19237756729125977
30,3,0.19237756729125977
30,4,0.19237756729125977
30,5,0.19237756729125977
30,6,0.19237756729125977
30,7,0.19237756729125977
30,8,0.19237756729125977
30,9,0.07610964775085449
30,10,0.07610964775085449
30,11,0.07610964775085449
30,12,0.07610964775085449
30,13,0.07610964775085449
30,14,0.07610964775085449
30,15,0.07610964775085449
30,16,0.07610964775085449
30,17,0.07610964775085449
30,18,0.07610964775085449
30,19,0.07610964775085449
30,20,0.07610964775085449
30,21,0.07610964775085449
30,22,0.07610964775085449
30,23,0.07610964775085449
30,24,0.07610964775085449
30,25,0.07610964775085449
30,26,0.021385669708251953
30,27,0.021385669708251953
30,28,0.021385669708251953
